original_taxon	input_genus	input_species	gtdb_accession	match_status	gtdb_species	gtdb_genus	gtdb_family	gtdb_order	gtdb_class	gtdb_phylum	gtdb_taxonomy
g__Bilophila.s__Bilophila_wadsworthia	g__Bilophila	s__Bilophila wadsworthia	RS_GCF_000701705.1	exact_species_match	s__Bilophila wadsworthia	g__Bilophila	f__Desulfovibrionaceae	o__Desulfovibrionales	c__Desulfovibrionia	p__Desulfobacterota	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia
g__Blastocystis.s__Blastocystis_sp_subtype_1	g__Blastocystis	s__Blastocystis sp subtype 1		no_species_or_genus_match							
g__Blautia.s__Blautia_coccoides	g__Blautia	s__Blautia coccoides		genus_match_only							
g__Blautia.s__Blautia_hansenii	g__Blautia	s__Blautia hansenii	RS_GCF_002222595.2	exact_species_match	s__Blautia hansenii	g__Blautia	f__Lachnospiraceae	o__Lachnospirales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii
g__Blautia.s__Blautia_hydrogenotrophica	g__Blautia	s__Blautia hydrogenotrophica	RS_GCF_034356035.1	ncbi_taxonomy_species_match	s__Blautia_A hydrogenotrophica	g__Blautia_A	f__Lachnospiraceae	o__Lachnospirales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A hydrogenotrophica
g__Blautia.s__Blautia_obeum	g__Blautia	s__Blautia obeum	RS_GCF_025147765.1	ncbi_taxonomy_species_match	s__Blautia_A obeum	g__Blautia_A	f__Lachnospiraceae	o__Lachnospirales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum
g__Blautia.s__Blautia_producta	g__Blautia	s__Blautia producta	RS_GCF_014131715.1	exact_species_match	s__Blautia producta	g__Blautia	f__Lachnospiraceae	o__Lachnospirales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta
g__Blautia.s__Blautia_sp	g__Blautia	s__Blautia sp		genus_match_only							
g__Blautia.s__Blautia_sp_AF19_10LB	g__Blautia	s__Blautia sp AF19 10LB		genus_match_only							
g__Blautia.s__Blautia_sp_CAG_257	g__Blautia	s__Blautia sp CAG 257		genus_match_only							
g__Blautia.s__Blautia_sp_CAG_52	g__Blautia	s__Blautia sp CAG 52		genus_match_only							
g__Blautia.s__Blautia_wexlerae	g__Blautia	s__Blautia wexlerae		genus_match_only							
g__Blautia.s__Ruminococcus_gnavus	g__Blautia	s__Blautia Ruminococcus gnavus		genus_match_only							
g__Blautia.s__Ruminococcus_torques	g__Blautia	s__Blautia Ruminococcus torques		genus_match_only							
g__Brachyspira.s__Brachyspira_sp_CAG_484	g__Brachyspira	s__Brachyspira sp CAG 484		genus_match_only							
g__Brachyspira.s__Brachyspira_sp_CAG_700	g__Brachyspira	s__Brachyspira sp CAG 700		genus_match_only							
g__Brochothrix.s__Brochothrix_thermosphacta	g__Brochothrix	s__Brochothrix thermosphacta	RS_GCF_036884295.1	exact_species_match	s__Brochothrix thermosphacta	g__Brochothrix	f__Listeriaceae	o__Lactobacillales	c__Bacilli	p__Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Brochothrix;s__Brochothrix thermosphacta
g__Butyricicoccus.s__Butyricicoccus_pullicaecorum	g__Butyricicoccus	s__Butyricicoccus pullicaecorum	RS_GCF_900167005.1	exact_species_match	s__Butyricicoccus pullicaecorum	g__Butyricicoccus	f__Butyricicoccaceae	o__Oscillospirales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum
g__Butyricimonas.s__Butyricimonas_synergistica	g__Butyricimonas	s__Butyricimonas synergistica	RS_GCF_000379665.1	exact_species_match	s__Butyricimonas synergistica	g__Butyricimonas	f__Marinifilaceae	o__Bacteroidales	c__Bacteroidia	p__Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas synergistica
g__Butyricimonas.s__Butyricimonas_virosa	g__Butyricimonas	s__Butyricimonas virosa	RS_GCF_025148635.1	exact_species_match	s__Butyricimonas virosa	g__Butyricimonas	f__Marinifilaceae	o__Bacteroidales	c__Bacteroidia	p__Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa
g__Butyrivibrio.s__Butyrivibrio_crossotus	g__Butyrivibrio	s__Butyrivibrio crossotus		genus_match_only							
g__Butyrivibrio.s__Butyrivibrio_sp_CAG_318	g__Butyrivibrio	s__Butyrivibrio sp CAG 318		genus_match_only							
g__Campylobacter.s__Campylobacter_hominis	g__Campylobacter	s__Campylobacter hominis	RS_GCF_000017585.1	ncbi_taxonomy_species_match	s__Campylobacter_B hominis	g__Campylobacter_B	f__Campylobacteraceae	o__Campylobacterales	c__Campylobacteria	p__Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B hominis
g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium	g__Candidatus_Gastranaerophilales_unclassified	s__Candidatus_Gastranaerophilales_unclassified Candidatus Gastranaerophilales bacterium		no_species_or_genus_match							
g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10	g__Candidatus_Gastranaerophilales_unclassified	s__Candidatus_Gastranaerophilales_unclassified Candidatus Gastranaerophilales bacterium HUM 10		no_species_or_genus_match							
g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_21	g__Candidatus_Gastranaerophilales_unclassified	s__Candidatus_Gastranaerophilales_unclassified Candidatus Gastranaerophilales bacterium HUM 21		no_species_or_genus_match							
g__Candidatus_Melainabacteria_unclassified.s__Candidatus_Melainabacteria_bacterium_35_41	g__Candidatus_Melainabacteria_unclassified	s__Candidatus_Melainabacteria_unclassified Candidatus Melainabacteria bacterium 35 41		no_species_or_genus_match							
g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus	g__Candidatus_Methanomethylophilus	s__Candidatus_Methanomethylophilus Candidatus Methanomethylophilus alvus		no_species_or_genus_match							
g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796	g__Candidatus_Stoquefichus	s__Candidatus_Stoquefichus Candidatus Stoquefichus sp KLE1796		no_species_or_genus_match							
g__Catenibacterium.s__Catenibacterium_mitsuokai	g__Catenibacterium	s__Catenibacterium mitsuokai	RS_GCF_025148785.1	ncbi_organism_name_match	s__Catenibacterium mitsuoka	g__Catenibacterium	f__Coprobacillaceae	o__Erysipelotrichales	c__Bacilli_A	p__Bacillota_I	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuoka
g__Christensenella.s__Christensenella_minuta	g__Christensenella	s__Christensenella minuta	RS_GCF_003628755.1	exact_species_match	s__Christensenella minuta	g__Christensenella	f__Christensenellaceae	o__Christensenellales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenella;s__Christensenella minuta
g__Citrobacter.s__Citrobacter_amalonaticus	g__Citrobacter	s__Citrobacter amalonaticus		genus_match_only							
g__Citrobacter.s__Citrobacter_braakii	g__Citrobacter	s__Citrobacter braakii	RS_GCF_002075345.1	exact_species_match	s__Citrobacter braakii	g__Citrobacter	f__Enterobacteriaceae	o__Enterobacterales	c__Gammaproteobacteria	p__Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii
g__Citrobacter.s__Citrobacter_freundii	g__Citrobacter	s__Citrobacter freundii	RS_GCF_011064845.1	exact_species_match	s__Citrobacter freundii	g__Citrobacter	f__Enterobacteriaceae	o__Enterobacterales	c__Gammaproteobacteria	p__Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii
g__Citrobacter.s__Citrobacter_koseri	g__Citrobacter	s__Citrobacter koseri	RS_GCF_000018045.1	ncbi_taxonomy_species_match	s__Citrobacter_B koseri	g__Citrobacter_B	f__Enterobacteriaceae	o__Enterobacterales	c__Gammaproteobacteria	p__Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_B;s__Citrobacter_B koseri
g__Citrobacter.s__Citrobacter_portucalensis	g__Citrobacter	s__Citrobacter portucalensis	RS_GCF_002042885.1	exact_species_match	s__Citrobacter portucalensis	g__Citrobacter	f__Enterobacteriaceae	o__Enterobacterales	c__Gammaproteobacteria	p__Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis
g__Citrobacter.s__Citrobacter_youngae	g__Citrobacter	s__Citrobacter youngae	RS_GCF_003818115.1	exact_species_match	s__Citrobacter youngae	g__Citrobacter	f__Enterobacteriaceae	o__Enterobacterales	c__Gammaproteobacteria	p__Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter youngae
g__Cloacibacillus.s__Cloacibacillus_evryensis	g__Cloacibacillus	s__Cloacibacillus evryensis	RS_GCF_000585335.1	exact_species_match	s__Cloacibacillus evryensis	g__Cloacibacillus	f__Synergistaceae	o__Synergistales	c__Synergistia	p__Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus evryensis
g__Cloacibacillus.s__Cloacibacillus_porcorum	g__Cloacibacillus	s__Cloacibacillus porcorum	RS_GCF_001701045.1	exact_species_match	s__Cloacibacillus porcorum	g__Cloacibacillus	f__Synergistaceae	o__Synergistales	c__Synergistia	p__Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum
g__Clostridiales_unclassified.s__Bacteroides_pectinophilus	g__Clostridiales_unclassified	s__Clostridiales_unclassified Bacteroides pectinophilus		no_species_or_genus_match							
g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA	g__Clostridiales_unclassified	s__Clostridiales_unclassified Clostridiales bacterium 1 7 47FAA		no_species_or_genus_match							
g__Clostridiales_unclassified.s__Clostridiales_bacterium_CHKCI006	g__Clostridiales_unclassified	s__Clostridiales_unclassified Clostridiales bacterium CHKCI006		no_species_or_genus_match							
g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	g__Clostridiales_unclassified	s__Clostridiales_unclassified Clostridiales bacterium KLE1615		no_species_or_genus_match							
g__Clostridioides.s__Clostridioides_difficile	g__Clostridioides	s__Clostridioides difficile	RS_GCF_001077535.1	exact_species_match	s__Clostridioides difficile	g__Clostridioides	f__Peptostreptococcaceae	o__Peptostreptococcales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile
g__Clostridium.s__Clostridium_butyricum	g__Clostridium	s__Clostridium butyricum	RS_GCF_006742065.1	exact_species_match	s__Clostridium butyricum	g__Clostridium	f__Clostridiaceae	o__Clostridiales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum
g__Clostridium.s__Clostridium_celatum	g__Clostridium	s__Clostridium celatum	RS_GCF_000320405.1	exact_species_match	s__Clostridium celatum	g__Clostridium	f__Clostridiaceae	o__Clostridiales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium celatum
g__Clostridium.s__Clostridium_disporicum	g__Clostridium	s__Clostridium disporicum	RS_GCF_001405015.1	unique_species_prefix	s__Clostridium disporicum_B	g__Clostridium	f__Clostridiaceae	o__Clostridiales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum_B
g__Clostridium.s__Clostridium_neonatale	g__Clostridium	s__Clostridium neonatale	RS_GCF_001458595.1	exact_species_match	s__Clostridium neonatale	g__Clostridium	f__Clostridiaceae	o__Clostridiales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale
g__Clostridium.s__Clostridium_paraputrificum	g__Clostridium	s__Clostridium paraputrificum	RS_GCF_900447045.1	exact_species_match	s__Clostridium paraputrificum	g__Clostridium	f__Clostridiaceae	o__Clostridiales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
g__Clostridium.s__Clostridium_perfringens	g__Clostridium	s__Clostridium perfringens	GB_GCA_040144665.1	unique_species_prefix	s__Clostridium perfringens_A	g__Clostridium	f__Clostridiaceae	o__Clostridiales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens_A
g__Clostridium.s__Clostridium_sp_44_14	g__Clostridium	s__Clostridium sp 44 14		genus_match_only							
g__Clostridium.s__Clostridium_sp_7_2_43FAA	g__Clostridium	s__Clostridium sp 7 2 43FAA		genus_match_only							
g__Clostridium.s__Clostridium_sp_AF36_4	g__Clostridium	s__Clostridium sp AF36 4		genus_match_only							
g__Clostridium.s__Clostridium_sp_AM22_11AC	g__Clostridium	s__Clostridium sp AM22 11AC		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_1013	g__Clostridium	s__Clostridium sp CAG 1013		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_1024	g__Clostridium	s__Clostridium sp CAG 1024		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_1219	g__Clostridium	s__Clostridium sp CAG 1219		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_122	g__Clostridium	s__Clostridium sp CAG 122		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_138	g__Clostridium	s__Clostridium sp CAG 138		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_167	g__Clostridium	s__Clostridium sp CAG 167		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_169	g__Clostridium	s__Clostridium sp CAG 169		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_217	g__Clostridium	s__Clostridium sp CAG 217		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_221	g__Clostridium	s__Clostridium sp CAG 221		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_226	g__Clostridium	s__Clostridium sp CAG 226		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_230	g__Clostridium	s__Clostridium sp CAG 230		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_242	g__Clostridium	s__Clostridium sp CAG 242		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_245	g__Clostridium	s__Clostridium sp CAG 245		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_253	g__Clostridium	s__Clostridium sp CAG 253		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_269	g__Clostridium	s__Clostridium sp CAG 269		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_273	g__Clostridium	s__Clostridium sp CAG 273		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_299	g__Clostridium	s__Clostridium sp CAG 299		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_302	g__Clostridium	s__Clostridium sp CAG 302		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_307	g__Clostridium	s__Clostridium sp CAG 307		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_349	g__Clostridium	s__Clostridium sp CAG 349		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_354	g__Clostridium	s__Clostridium sp CAG 354		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_356	g__Clostridium	s__Clostridium sp CAG 356		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_389	g__Clostridium	s__Clostridium sp CAG 389		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_411	g__Clostridium	s__Clostridium sp CAG 411		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_413	g__Clostridium	s__Clostridium sp CAG 413		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_417	g__Clostridium	s__Clostridium sp CAG 417		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_433	g__Clostridium	s__Clostridium sp CAG 433		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_440	g__Clostridium	s__Clostridium sp CAG 440		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_448	g__Clostridium	s__Clostridium sp CAG 448		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_452	g__Clostridium	s__Clostridium sp CAG 452		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_465	g__Clostridium	s__Clostridium sp CAG 465		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_470	g__Clostridium	s__Clostridium sp CAG 470		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_492	g__Clostridium	s__Clostridium sp CAG 492		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_505	g__Clostridium	s__Clostridium sp CAG 505		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_508	g__Clostridium	s__Clostridium sp CAG 508		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_510	g__Clostridium	s__Clostridium sp CAG 510		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_533	g__Clostridium	s__Clostridium sp CAG 533		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_557	g__Clostridium	s__Clostridium sp CAG 557		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_567	g__Clostridium	s__Clostridium sp CAG 567		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_568	g__Clostridium	s__Clostridium sp CAG 568		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_571	g__Clostridium	s__Clostridium sp CAG 571		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_575	g__Clostridium	s__Clostridium sp CAG 575		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_58	g__Clostridium	s__Clostridium sp CAG 58		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_594	g__Clostridium	s__Clostridium sp CAG 594		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_609	g__Clostridium	s__Clostridium sp CAG 609		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_628	g__Clostridium	s__Clostridium sp CAG 628		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_632	g__Clostridium	s__Clostridium sp CAG 632		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_678	g__Clostridium	s__Clostridium sp CAG 678		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_710	g__Clostridium	s__Clostridium sp CAG 710		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_75	g__Clostridium	s__Clostridium sp CAG 75		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_762	g__Clostridium	s__Clostridium sp CAG 762		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_780	g__Clostridium	s__Clostridium sp CAG 780		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_793	g__Clostridium	s__Clostridium sp CAG 793		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_798	g__Clostridium	s__Clostridium sp CAG 798		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_813	g__Clostridium	s__Clostridium sp CAG 813		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_914	g__Clostridium	s__Clostridium sp CAG 914		genus_match_only							
g__Clostridium.s__Clostridium_sp_CAG_964	g__Clostridium	s__Clostridium sp CAG 964		genus_match_only							
g__Clostridium.s__Clostridium_sp_D5	g__Clostridium	s__Clostridium sp D5		genus_match_only							
g__Clostridium.s__Clostridium_sp_chh4_2	g__Clostridium	s__Clostridium sp chh4 2		genus_match_only							
g__Collinsella.s__Collinsella_aerofaciens	g__Collinsella	s__Collinsella aerofaciens	RS_GCF_010509075.1	exact_species_match	s__Collinsella aerofaciens	g__Collinsella	f__Coriobacteriaceae	o__Coriobacteriales	c__Coriobacteriia	p__Actinomycetota	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens
g__Collinsella.s__Collinsella_intestinalis	g__Collinsella	s__Collinsella intestinalis	RS_GCF_000156175.1	exact_species_match	s__Collinsella intestinalis	g__Collinsella	f__Coriobacteriaceae	o__Coriobacteriales	c__Coriobacteriia	p__Actinomycetota	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis
g__Collinsella.s__Collinsella_sp_CAG_289	g__Collinsella	s__Collinsella sp CAG 289		genus_match_only							
g__Collinsella.s__Collinsella_tanakaei	g__Collinsella	s__Collinsella tanakaei	RS_GCF_000225705.1	exact_species_match	s__Collinsella tanakaei	g__Collinsella	f__Coriobacteriaceae	o__Coriobacteriales	c__Coriobacteriia	p__Actinomycetota	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella tanakaei
g__Coprobacillus.s__Coprobacillus_cateniformis	g__Coprobacillus	s__Coprobacillus cateniformis	RS_GCF_009767585.1	exact_species_match	s__Coprobacillus cateniformis	g__Coprobacillus	f__Coprobacillaceae	o__Erysipelotrichales	c__Bacilli_A	p__Bacillota_I	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus cateniformis
g__Coprobacter.s__Coprobacter_fastidiosus	g__Coprobacter	s__Coprobacter fastidiosus	RS_GCF_030296935.1	exact_species_match	s__Coprobacter fastidiosus	g__Coprobacter	f__Coprobacteraceae	o__Bacteroidales	c__Bacteroidia	p__Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus
g__Coprobacter.s__Coprobacter_secundus	g__Coprobacter	s__Coprobacter secundus	RS_GCF_000803105.2	exact_species_match	s__Coprobacter secundus	g__Coprobacter	f__Coprobacteraceae	o__Bacteroidales	c__Bacteroidia	p__Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter secundus
g__Coprococcus.s__Coprococcus_catus	g__Coprococcus	s__Coprococcus catus	RS_GCF_019734885.1	ncbi_organism_name_match	s__Coprococcus_A catus	g__Coprococcus_A	f__Lachnospiraceae	o__Lachnospirales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus
g__Coprococcus.s__Coprococcus_comes	g__Coprococcus	s__Coprococcus comes	RS_GCF_013300725.1	ncbi_organism_name_match	s__Allocoprococcus comes_A	g__Allocoprococcus	f__Lachnospiraceae	o__Lachnospirales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Allocoprococcus;s__Allocoprococcus comes_A
g__Coprococcus.s__Coprococcus_eutactus	g__Coprococcus	s__Coprococcus eutactus	RS_GCF_025149915.1	exact_species_match	s__Coprococcus eutactus	g__Coprococcus	f__Lachnospiraceae	o__Lachnospirales	c__Clostridia	p__Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus
g__Coprococcus.s__Coprococcus_sp_CAG_782	g__Coprococcus	s__Coprococcus sp CAG 782		genus_match_only							
g__Coraliomargarita.s__Coraliomargarita_sp_CAG_312	g__Coraliomargarita	s__Coraliomargarita sp CAG 312		genus_match_only							
g__Cryptobacterium.s__Cryptobacterium_sp_CAG_338	g__Cryptobacterium	s__Cryptobacterium sp CAG 338		genus_match_only							
g__Culturomica.s__Culturomica_sp	g__Culturomica	s__Culturomica sp		genus_match_only							
g__Desulfovibrio.s__Desulfovibrio_desulfuricans	g__Desulfovibrio	s__Desulfovibrio desulfuricans	RS_GCF_000420465.1	exact_species_match	s__Desulfovibrio desulfuricans	g__Desulfovibrio	f__Desulfovibrionaceae	o__Desulfovibrionales	c__Desulfovibrionia	p__Desulfobacterota	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans
g__Desulfovibrio.s__Desulfovibrio_fairfieldensis	g__Desulfovibrio	s__Desulfovibrio fairfieldensis	RS_GCF_001553605.1	exact_species_match	s__Desulfovibrio fairfieldensis	g__Desulfovibrio	f__Desulfovibrionaceae	o__Desulfovibrionales	c__Desulfovibrionia	p__Desulfobacterota	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis
g__Desulfovibrio.s__Desulfovibrio_legallii	g__Desulfovibrio	s__Desulfovibrio legallii	RS_GCF_004309735.1	exact_species_match	s__Desulfovibrio legallii	g__Desulfovibrio	f__Desulfovibrionaceae	o__Desulfovibrionales	c__Desulfovibrionia	p__Desulfobacterota	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio legallii
g__Desulfovibrio.s__Desulfovibrio_piger	g__Desulfovibrio	s__Desulfovibrio piger	RS_GCF_000156375.1	exact_species_match	s__Desulfovibrio piger	g__Desulfovibrio	f__Desulfovibrionaceae	o__Desulfovibrionales	c__Desulfovibrionia	p__Desulfobacterota	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger
g__Dialister.s__Dialister_invisus	g__Dialister	s__Dialister invisus	RS_GCF_000160055.1	exact_species_match	s__Dialister invisus	g__Dialister	f__Dialisteraceae	o__Veillonellales	c__Negativicutes	p__Bacillota	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus
